TF_ID	Gene_ID	Family
Cotton_A_22172_BGI-A2_v1.0	Cotton_A_22172	bZIP
Cotton_A_22262_BGI-A2_v1.0	Cotton_A_22262	GATA
Cotton_A_22289_BGI-A2_v1.0	Cotton_A_22289	TCP
Cotton_A_22326_BGI-A2_v1.0	Cotton_A_22326	GRAS
Cotton_A_22342_BGI-A2_v1.0	Cotton_A_22342	Trihelix
Cotton_A_22387_BGI-A2_v1.0	Cotton_A_22387	NF-YB
Cotton_A_22395_BGI-A2_v1.0	Cotton_A_22395	bHLH
Cotton_A_22531_BGI-A2_v1.0	Cotton_A_22531	NF-YB
Cotton_A_22535_BGI-A2_v1.0	Cotton_A_22535	SBP
Cotton_A_22592_BGI-A2_v1.0	Cotton_A_22592	STAT
Cotton_A_22615_BGI-A2_v1.0	Cotton_A_22615	WRKY
Cotton_A_22632_BGI-A2_v1.0	Cotton_A_22632	SBP
Cotton_A_22689_BGI-A2_v1.0	Cotton_A_22689	TCP
Cotton_A_22700_BGI-A2_v1.0	Cotton_A_22700	NAC
Cotton_A_22712_BGI-A2_v1.0	Cotton_A_22712	bHLH
Cotton_A_22746_BGI-A2_v1.0	Cotton_A_22746	GRAS
Cotton_A_22934_BGI-A2_v1.0	Cotton_A_22934	WRKY
Cotton_A_22965_BGI-A2_v1.0	Cotton_A_22965	GRAS
Cotton_A_23025_BGI-A2_v1.0	Cotton_A_23025	TCP
Cotton_A_23045_BGI-A2_v1.0	Cotton_A_23045	bHLH
Cotton_A_23093_BGI-A2_v1.0	Cotton_A_23093	bHLH
Cotton_A_23114_BGI-A2_v1.0	Cotton_A_23114	bHLH
Cotton_A_23128_BGI-A2_v1.0	Cotton_A_23128	NAC
Cotton_A_23161_BGI-A2_v1.0	Cotton_A_23161	TCP
Cotton_A_23165_BGI-A2_v1.0	Cotton_A_23165	bZIP
Cotton_A_23199_BGI-A2_v1.0	Cotton_A_23199	WRKY
Cotton_A_23215_BGI-A2_v1.0	Cotton_A_23215	WRKY
Cotton_A_23249_BGI-A2_v1.0	Cotton_A_23249	bZIP
Cotton_A_23317_BGI-A2_v1.0	Cotton_A_23317	NF-YB
Cotton_A_23396_BGI-A2_v1.0	Cotton_A_23396	GATA
Cotton_A_23424_BGI-A2_v1.0	Cotton_A_23424	NF-YB
Cotton_A_23467_BGI-A2_v1.0	Cotton_A_23467	bZIP
Cotton_A_23495_BGI-A2_v1.0	Cotton_A_23495	bHLH
Cotton_A_23498_BGI-A2_v1.0	Cotton_A_23498	LBD
Cotton_A_23520_BGI-A2_v1.0	Cotton_A_23520	HSF
Cotton_A_23549_BGI-A2_v1.0	Cotton_A_23549	WRKY
Cotton_A_23600_BGI-A2_v1.0	Cotton_A_23600	GRAS
Cotton_A_23641_BGI-A2_v1.0	Cotton_A_23641	bHLH
Cotton_A_23759_BGI-A2_v1.0	Cotton_A_23759	bHLH
Cotton_A_23834_BGI-A2_v1.0	Cotton_A_23834	bZIP
Cotton_A_23892_BGI-A2_v1.0	Cotton_A_23892	NAC
Cotton_A_23920_BGI-A2_v1.0	Cotton_A_23920	NAC
Cotton_A_23932_BGI-A2_v1.0	Cotton_A_23932	bZIP
Cotton_A_23989_BGI-A2_v1.0	Cotton_A_23989	LBD
Cotton_A_23990_BGI-A2_v1.0	Cotton_A_23990	LBD
Cotton_A_23991_BGI-A2_v1.0	Cotton_A_23991	LBD
Cotton_A_24012_BGI-A2_v1.0	Cotton_A_24012	WRKY
Cotton_A_24059_BGI-A2_v1.0	Cotton_A_24059	TCP
Cotton_A_24114_BGI-A2_v1.0	Cotton_A_24114	bHLH
Cotton_A_24144_BGI-A2_v1.0	Cotton_A_24144	TCP
Cotton_A_24164_BGI-A2_v1.0	Cotton_A_24164	CAMTA
Cotton_A_24225_BGI-A2_v1.0	Cotton_A_24225	NAC
Cotton_A_24283_BGI-A2_v1.0	Cotton_A_24283	GRAS
Cotton_A_24288_BGI-A2_v1.0	Cotton_A_24288	LBD
Cotton_A_24335_BGI-A2_v1.0	Cotton_A_24335	FAR1
Cotton_A_24336_BGI-A2_v1.0	Cotton_A_24336	FAR1
Cotton_A_24348_BGI-A2_v1.0	Cotton_A_24348	bHLH
Cotton_A_24360_BGI-A2_v1.0	Cotton_A_24360	bHLH
Cotton_A_24381_BGI-A2_v1.0	Cotton_A_24381	LBD
Cotton_A_24410_BGI-A2_v1.0	Cotton_A_24410	GRAS
Cotton_A_24448_BGI-A2_v1.0	Cotton_A_24448	bHLH
Cotton_A_24457_BGI-A2_v1.0	Cotton_A_24457	bZIP
Cotton_A_24473_BGI-A2_v1.0	Cotton_A_24473	bZIP
Cotton_A_24486_BGI-A2_v1.0	Cotton_A_24486	bZIP
Cotton_A_24495_BGI-A2_v1.0	Cotton_A_24495	Trihelix
Cotton_A_24506_BGI-A2_v1.0	Cotton_A_24506	SRS
Cotton_A_24624_BGI-A2_v1.0	Cotton_A_24624	bZIP
Cotton_A_24712_BGI-A2_v1.0	Cotton_A_24712	NF-YA
Cotton_A_24713_BGI-A2_v1.0	Cotton_A_24713	bHLH
Cotton_A_24772_BGI-A2_v1.0	Cotton_A_24772	LBD
Cotton_A_24786_BGI-A2_v1.0	Cotton_A_24786	bHLH
Cotton_A_24792_BGI-A2_v1.0	Cotton_A_24792	NAC
Cotton_A_24793_BGI-A2_v1.0	Cotton_A_24793	NAC
Cotton_A_24794_BGI-A2_v1.0	Cotton_A_24794	NAC
Cotton_A_24823_BGI-A2_v1.0	Cotton_A_24823	GATA
Cotton_A_24824_BGI-A2_v1.0	Cotton_A_24824	GATA
Cotton_A_24895_BGI-A2_v1.0	Cotton_A_24895	Trihelix
Cotton_A_24931_BGI-A2_v1.0	Cotton_A_24931	bHLH
Cotton_A_24945_BGI-A2_v1.0	Cotton_A_24945	NAC
Cotton_A_24993_BGI-A2_v1.0	Cotton_A_24993	HSF
Cotton_A_25003_BGI-A2_v1.0	Cotton_A_25003	bHLH
Cotton_A_25018_BGI-A2_v1.0	Cotton_A_25018	VOZ
Cotton_A_25050_BGI-A2_v1.0	Cotton_A_25050	NAC
Cotton_A_25051_BGI-A2_v1.0	Cotton_A_25051	bHLH
Cotton_A_25101_BGI-A2_v1.0	Cotton_A_25101	NAC
Cotton_A_25115_BGI-A2_v1.0	Cotton_A_25115	NAC
Cotton_A_25122_BGI-A2_v1.0	Cotton_A_25122	WRKY
Cotton_A_25133_BGI-A2_v1.0	Cotton_A_25133	GATA
Cotton_A_25203_BGI-A2_v1.0	Cotton_A_25203	FAR1
Cotton_A_25243_BGI-A2_v1.0	Cotton_A_25243	NAC
Cotton_A_25258_BGI-A2_v1.0	Cotton_A_25258	bHLH
Cotton_A_25297_BGI-A2_v1.0	Cotton_A_25297	HSF
Cotton_A_25397_BGI-A2_v1.0	Cotton_A_25397	bZIP
Cotton_A_25450_BGI-A2_v1.0	Cotton_A_25450	NAC
Cotton_A_25482_BGI-A2_v1.0	Cotton_A_25482	bZIP
Cotton_A_25561_BGI-A2_v1.0	Cotton_A_25561	HSF
Cotton_A_25715_BGI-A2_v1.0	Cotton_A_25715	LBD
Cotton_A_25753_BGI-A2_v1.0	Cotton_A_25753	WRKY
Cotton_A_25817_BGI-A2_v1.0	Cotton_A_25817	bZIP
Cotton_A_25838_BGI-A2_v1.0	Cotton_A_25838	GRAS
Cotton_A_25876_BGI-A2_v1.0	Cotton_A_25876	Dof
Cotton_A_25894_BGI-A2_v1.0	Cotton_A_25894	bHLH
Cotton_A_25910_BGI-A2_v1.0	Cotton_A_25910	WRKY
Cotton_A_25970_BGI-A2_v1.0	Cotton_A_25970	bHLH
Cotton_A_26003_BGI-A2_v1.0	Cotton_A_26003	bZIP
Cotton_A_26005_BGI-A2_v1.0	Cotton_A_26005	bHLH
Cotton_A_26052_BGI-A2_v1.0	Cotton_A_26052	bZIP
Cotton_A_26059_BGI-A2_v1.0	Cotton_A_26059	LBD
Cotton_A_26079_BGI-A2_v1.0	Cotton_A_26079	NF-YA
Cotton_A_26093_BGI-A2_v1.0	Cotton_A_26093	bHLH
Cotton_A_26168_BGI-A2_v1.0	Cotton_A_26168	TCP
Cotton_A_26179_BGI-A2_v1.0	Cotton_A_26179	LBD
Cotton_A_26259_BGI-A2_v1.0	Cotton_A_26259	Trihelix
Cotton_A_26263_BGI-A2_v1.0	Cotton_A_26263	NAC
Cotton_A_26270_BGI-A2_v1.0	Cotton_A_26270	NAC
Cotton_A_26282_BGI-A2_v1.0	Cotton_A_26282	bZIP
Cotton_A_26283_BGI-A2_v1.0	Cotton_A_26283	bZIP
Cotton_A_26285_BGI-A2_v1.0	Cotton_A_26285	bZIP
Cotton_A_26323_BGI-A2_v1.0	Cotton_A_26323	NF-YC
Cotton_A_26370_BGI-A2_v1.0	Cotton_A_26370	bZIP
Cotton_A_26389_BGI-A2_v1.0	Cotton_A_26389	Dof
Cotton_A_26426_BGI-A2_v1.0	Cotton_A_26426	NAC
Cotton_A_26446_BGI-A2_v1.0	Cotton_A_26446	GATA
Cotton_A_26482_BGI-A2_v1.0	Cotton_A_26482	TCP
Cotton_A_26559_BGI-A2_v1.0	Cotton_A_26559	WRKY
Cotton_A_26571_BGI-A2_v1.0	Cotton_A_26571	bHLH
Cotton_A_26644_BGI-A2_v1.0	Cotton_A_26644	WRKY
Cotton_A_26704_BGI-A2_v1.0	Cotton_A_26704	Dof
Cotton_A_26747_BGI-A2_v1.0	Cotton_A_26747	WRKY
Cotton_A_26934_BGI-A2_v1.0	Cotton_A_26934	GRAS
Cotton_A_26935_BGI-A2_v1.0	Cotton_A_26935	LBD
Cotton_A_27060_BGI-A2_v1.0	Cotton_A_27060	TCP
Cotton_A_27088_BGI-A2_v1.0	Cotton_A_27088	bHLH
Cotton_A_27089_BGI-A2_v1.0	Cotton_A_27089	Dof
Cotton_A_27227_BGI-A2_v1.0	Cotton_A_27227	TCP
Cotton_A_27285_BGI-A2_v1.0	Cotton_A_27285	GRAS
Cotton_A_27326_BGI-A2_v1.0	Cotton_A_27326	bHLH
Cotton_A_27343_BGI-A2_v1.0	Cotton_A_27343	NAC
Cotton_A_27359_BGI-A2_v1.0	Cotton_A_27359	bHLH
Cotton_A_27393_BGI-A2_v1.0	Cotton_A_27393	Nin-like
Cotton_A_27518_BGI-A2_v1.0	Cotton_A_27518	WRKY
Cotton_A_27520_BGI-A2_v1.0	Cotton_A_27520	bZIP
Cotton_A_27565_BGI-A2_v1.0	Cotton_A_27565	bZIP
Cotton_A_27567_BGI-A2_v1.0	Cotton_A_27567	bZIP
Cotton_A_27582_BGI-A2_v1.0	Cotton_A_27582	ZF-HD
Cotton_A_27607_BGI-A2_v1.0	Cotton_A_27607	NF-X1
Cotton_A_27654_BGI-A2_v1.0	Cotton_A_27654	ZF-HD
Cotton_A_27685_BGI-A2_v1.0	Cotton_A_27685	TCP
Cotton_A_27688_BGI-A2_v1.0	Cotton_A_27688	bHLH
Cotton_A_27707_BGI-A2_v1.0	Cotton_A_27707	WRKY
Cotton_A_27791_BGI-A2_v1.0	Cotton_A_27791	bHLH
Cotton_A_27805_BGI-A2_v1.0	Cotton_A_27805	NAC
Cotton_A_27806_BGI-A2_v1.0	Cotton_A_27806	NAC
Cotton_A_27862_BGI-A2_v1.0	Cotton_A_27862	bHLH
Cotton_A_27959_BGI-A2_v1.0	Cotton_A_27959	bHLH
Cotton_A_27974_BGI-A2_v1.0	Cotton_A_27974	GeBP
Cotton_A_27978_BGI-A2_v1.0	Cotton_A_27978	GeBP
Cotton_A_28046_BGI-A2_v1.0	Cotton_A_28046	BES1
Cotton_A_28157_BGI-A2_v1.0	Cotton_A_28157	NZZ/SPL
Cotton_A_28180_BGI-A2_v1.0	Cotton_A_28180	WRKY
Cotton_A_28197_BGI-A2_v1.0	Cotton_A_28197	WRKY
Cotton_A_28222_BGI-A2_v1.0	Cotton_A_28222	FAR1
Cotton_A_28228_BGI-A2_v1.0	Cotton_A_28228	NAC
Cotton_A_28289_BGI-A2_v1.0	Cotton_A_28289	Trihelix
Cotton_A_28334_BGI-A2_v1.0	Cotton_A_28334	NAC
Cotton_A_28388_BGI-A2_v1.0	Cotton_A_28388	bZIP
Cotton_A_28452_BGI-A2_v1.0	Cotton_A_28452	NAC
Cotton_A_28479_BGI-A2_v1.0	Cotton_A_28479	bHLH
Cotton_A_28500_BGI-A2_v1.0	Cotton_A_28500	GATA
Cotton_A_28637_BGI-A2_v1.0	Cotton_A_28637	LBD
Cotton_A_28638_BGI-A2_v1.0	Cotton_A_28638	LBD
Cotton_A_28653_BGI-A2_v1.0	Cotton_A_28653	Nin-like
Cotton_A_28674_BGI-A2_v1.0	Cotton_A_28674	bZIP
Cotton_A_28763_BGI-A2_v1.0	Cotton_A_28763	bHLH
Cotton_A_28834_BGI-A2_v1.0	Cotton_A_28834	NAC
Cotton_A_28997_BGI-A2_v1.0	Cotton_A_28997	WRKY
Cotton_A_29014_BGI-A2_v1.0	Cotton_A_29014	bHLH
Cotton_A_29050_BGI-A2_v1.0	Cotton_A_29050	NAC
Cotton_A_29077_BGI-A2_v1.0	Cotton_A_29077	bZIP
Cotton_A_29100_BGI-A2_v1.0	Cotton_A_29100	bZIP
Cotton_A_29108_BGI-A2_v1.0	Cotton_A_29108	NAC
Cotton_A_29111_BGI-A2_v1.0	Cotton_A_29111	NF-YB
Cotton_A_29133_BGI-A2_v1.0	Cotton_A_29133	NF-YA
Cotton_A_29173_BGI-A2_v1.0	Cotton_A_29173	NAC
Cotton_A_29174_BGI-A2_v1.0	Cotton_A_29174	bZIP
Cotton_A_29176_BGI-A2_v1.0	Cotton_A_29176	NAC
Cotton_A_29199_BGI-A2_v1.0	Cotton_A_29199	GRAS
Cotton_A_29202_BGI-A2_v1.0	Cotton_A_29202	NAC
Cotton_A_29266_BGI-A2_v1.0	Cotton_A_29266	E2F/DP
Cotton_A_29306_BGI-A2_v1.0	Cotton_A_29306	NF-YB
Cotton_A_29326_BGI-A2_v1.0	Cotton_A_29326	BBR-BPC
Cotton_A_29356_BGI-A2_v1.0	Cotton_A_29356	NAC
Cotton_A_29358_BGI-A2_v1.0	Cotton_A_29358	NAC
Cotton_A_29420_BGI-A2_v1.0	Cotton_A_29420	YABBY
Cotton_A_29468_BGI-A2_v1.0	Cotton_A_29468	WRKY
Cotton_A_29496_BGI-A2_v1.0	Cotton_A_29496	WRKY
Cotton_A_29569_BGI-A2_v1.0	Cotton_A_29569	GRAS
Cotton_A_29570_BGI-A2_v1.0	Cotton_A_29570	GRAS
Cotton_A_29614_BGI-A2_v1.0	Cotton_A_29614	bHLH
Cotton_A_29620_BGI-A2_v1.0	Cotton_A_29620	bZIP
Cotton_A_29667_BGI-A2_v1.0	Cotton_A_29667	E2F/DP
Cotton_A_29708_BGI-A2_v1.0	Cotton_A_29708	bHLH
Cotton_A_29728_BGI-A2_v1.0	Cotton_A_29728	Dof
Cotton_A_29754_BGI-A2_v1.0	Cotton_A_29754	bHLH
Cotton_A_29789_BGI-A2_v1.0	Cotton_A_29789	Nin-like
Cotton_A_29801_BGI-A2_v1.0	Cotton_A_29801	bHLH
Cotton_A_29851_BGI-A2_v1.0	Cotton_A_29851	GRAS
Cotton_A_29854_BGI-A2_v1.0	Cotton_A_29854	GRAS
Cotton_A_29868_BGI-A2_v1.0	Cotton_A_29868	Nin-like
Cotton_A_29872_BGI-A2_v1.0	Cotton_A_29872	WRKY
Cotton_A_29902_BGI-A2_v1.0	Cotton_A_29902	bHLH
Cotton_A_29912_BGI-A2_v1.0	Cotton_A_29912	bHLH
Cotton_A_29913_BGI-A2_v1.0	Cotton_A_29913	bHLH
Cotton_A_29937_BGI-A2_v1.0	Cotton_A_29937	LBD
Cotton_A_29988_BGI-A2_v1.0	Cotton_A_29988	bHLH
Cotton_A_30015_BGI-A2_v1.0	Cotton_A_30015	Trihelix
Cotton_A_30087_BGI-A2_v1.0	Cotton_A_30087	SBP
Cotton_A_30115_BGI-A2_v1.0	Cotton_A_30115	Dof
Cotton_A_30136_BGI-A2_v1.0	Cotton_A_30136	HSF
Cotton_A_30224_BGI-A2_v1.0	Cotton_A_30224	VOZ
Cotton_A_30259_BGI-A2_v1.0	Cotton_A_30259	E2F/DP
Cotton_A_30335_BGI-A2_v1.0	Cotton_A_30335	bHLH
Cotton_A_30404_BGI-A2_v1.0	Cotton_A_30404	NAC
Cotton_A_30458_BGI-A2_v1.0	Cotton_A_30458	CAMTA
Cotton_A_30531_BGI-A2_v1.0	Cotton_A_30531	GATA
Cotton_A_30559_BGI-A2_v1.0	Cotton_A_30559	WRKY
Cotton_A_30567_BGI-A2_v1.0	Cotton_A_30567	bHLH
Cotton_A_30598_BGI-A2_v1.0	Cotton_A_30598	GRAS
Cotton_A_30603_BGI-A2_v1.0	Cotton_A_30603	NAC
Cotton_A_30607_BGI-A2_v1.0	Cotton_A_30607	ZF-HD
Cotton_A_30610_BGI-A2_v1.0	Cotton_A_30610	ZF-HD
Cotton_A_30653_BGI-A2_v1.0	Cotton_A_30653	GRAS
Cotton_A_30654_BGI-A2_v1.0	Cotton_A_30654	GRAS
Cotton_A_30710_BGI-A2_v1.0	Cotton_A_30710	WRKY
Cotton_A_30718_BGI-A2_v1.0	Cotton_A_30718	Dof
Cotton_A_30798_BGI-A2_v1.0	Cotton_A_30798	Dof
Cotton_A_30811_BGI-A2_v1.0	Cotton_A_30811	GRAS
Cotton_A_30832_BGI-A2_v1.0	Cotton_A_30832	bHLH
Cotton_A_30834_BGI-A2_v1.0	Cotton_A_30834	bZIP
Cotton_A_30905_BGI-A2_v1.0	Cotton_A_30905	FAR1
Cotton_A_30915_BGI-A2_v1.0	Cotton_A_30915	LBD
Cotton_A_30927_BGI-A2_v1.0	Cotton_A_30927	GRAS
Cotton_A_31085_BGI-A2_v1.0	Cotton_A_31085	bHLH
Cotton_A_31166_BGI-A2_v1.0	Cotton_A_31166	Dof
Cotton_A_31202_BGI-A2_v1.0	Cotton_A_31202	bHLH
Cotton_A_31206_BGI-A2_v1.0	Cotton_A_31206	SBP
Cotton_A_31207_BGI-A2_v1.0	Cotton_A_31207	SBP
Cotton_A_31263_BGI-A2_v1.0	Cotton_A_31263	WRKY
Cotton_A_31292_BGI-A2_v1.0	Cotton_A_31292	Trihelix
Cotton_A_31334_BGI-A2_v1.0	Cotton_A_31334	Dof
Cotton_A_31397_BGI-A2_v1.0	Cotton_A_31397	ZF-HD
Cotton_A_31522_BGI-A2_v1.0	Cotton_A_31522	NAC
Cotton_A_31540_BGI-A2_v1.0	Cotton_A_31540	WRKY
Cotton_A_31550_BGI-A2_v1.0	Cotton_A_31550	bHLH
Cotton_A_31763_BGI-A2_v1.0	Cotton_A_31763	WRKY
Cotton_A_31808_BGI-A2_v1.0	Cotton_A_31808	GATA
Cotton_A_31809_BGI-A2_v1.0	Cotton_A_31809	GATA
Cotton_A_31814_BGI-A2_v1.0	Cotton_A_31814	LBD
Cotton_A_31831_BGI-A2_v1.0	Cotton_A_31831	SBP
Cotton_A_31896_BGI-A2_v1.0	Cotton_A_31896	SRS
Cotton_A_31916_BGI-A2_v1.0	Cotton_A_31916	bZIP
Cotton_A_31957_BGI-A2_v1.0	Cotton_A_31957	GATA
Cotton_A_31971_BGI-A2_v1.0	Cotton_A_31971	TCP
Cotton_A_32020_BGI-A2_v1.0	Cotton_A_32020	WRKY
Cotton_A_32050_BGI-A2_v1.0	Cotton_A_32050	FAR1
Cotton_A_32051_BGI-A2_v1.0	Cotton_A_32051	SAP
Cotton_A_32061_BGI-A2_v1.0	Cotton_A_32061	NF-YB
Cotton_A_32103_BGI-A2_v1.0	Cotton_A_32103	SBP
Cotton_A_32130_BGI-A2_v1.0	Cotton_A_32130	WRKY
Cotton_A_32253_BGI-A2_v1.0	Cotton_A_32253	NF-YC
Cotton_A_32288_BGI-A2_v1.0	Cotton_A_32288	Dof
Cotton_A_32311_BGI-A2_v1.0	Cotton_A_32311	NF-YC
Cotton_A_32367_BGI-A2_v1.0	Cotton_A_32367	bZIP
Cotton_A_32368_BGI-A2_v1.0	Cotton_A_32368	BBR-BPC
Cotton_A_32408_BGI-A2_v1.0	Cotton_A_32408	SRS
Cotton_A_32422_BGI-A2_v1.0	Cotton_A_32422	bZIP
Cotton_A_32448_BGI-A2_v1.0	Cotton_A_32448	NAC
Cotton_A_32478_BGI-A2_v1.0	Cotton_A_32478	NAC
Cotton_A_32486_BGI-A2_v1.0	Cotton_A_32486	bHLH
Cotton_A_32505_BGI-A2_v1.0	Cotton_A_32505	CPP
Cotton_A_32545_BGI-A2_v1.0	Cotton_A_32545	bHLH
Cotton_A_32565_BGI-A2_v1.0	Cotton_A_32565	FAR1
Cotton_A_32570_BGI-A2_v1.0	Cotton_A_32570	bHLH
Cotton_A_32584_BGI-A2_v1.0	Cotton_A_32584	bZIP
Cotton_A_32585_BGI-A2_v1.0	Cotton_A_32585	bZIP
Cotton_A_32664_BGI-A2_v1.0	Cotton_A_32664	WRKY
Cotton_A_32665_BGI-A2_v1.0	Cotton_A_32665	GRAS
Cotton_A_32681_BGI-A2_v1.0	Cotton_A_32681	Trihelix
Cotton_A_32721_BGI-A2_v1.0	Cotton_A_32721	WRKY
Cotton_A_32765_BGI-A2_v1.0	Cotton_A_32765	bHLH
Cotton_A_32766_BGI-A2_v1.0	Cotton_A_32766	bHLH
Cotton_A_32772_BGI-A2_v1.0	Cotton_A_32772	LBD
Cotton_A_32773_BGI-A2_v1.0	Cotton_A_32773	LBD
Cotton_A_32829_BGI-A2_v1.0	Cotton_A_32829	bHLH
Cotton_A_32830_BGI-A2_v1.0	Cotton_A_32830	bHLH
Cotton_A_32870_BGI-A2_v1.0	Cotton_A_32870	NAC
Cotton_A_32916_BGI-A2_v1.0	Cotton_A_32916	bZIP
Cotton_A_32941_BGI-A2_v1.0	Cotton_A_32941	Nin-like
Cotton_A_33028_BGI-A2_v1.0	Cotton_A_33028	NF-YC
Cotton_A_33085_BGI-A2_v1.0	Cotton_A_33085	HSF
Cotton_A_33158_BGI-A2_v1.0	Cotton_A_33158	NAC
Cotton_A_33275_BGI-A2_v1.0	Cotton_A_33275	bHLH
Cotton_A_33286_BGI-A2_v1.0	Cotton_A_33286	SBP
Cotton_A_33341_BGI-A2_v1.0	Cotton_A_33341	TCP
Cotton_A_33342_BGI-A2_v1.0	Cotton_A_33342	TCP
Cotton_A_33386_BGI-A2_v1.0	Cotton_A_33386	HSF
Cotton_A_33477_BGI-A2_v1.0	Cotton_A_33477	NAC
Cotton_A_33555_BGI-A2_v1.0	Cotton_A_33555	NAC
Cotton_A_33698_BGI-A2_v1.0	Cotton_A_33698	GATA
Cotton_A_33719_BGI-A2_v1.0	Cotton_A_33719	LBD
Cotton_A_33803_BGI-A2_v1.0	Cotton_A_33803	Nin-like
Cotton_A_33827_BGI-A2_v1.0	Cotton_A_33827	bHLH
Cotton_A_33834_BGI-A2_v1.0	Cotton_A_33834	bHLH
Cotton_A_33888_BGI-A2_v1.0	Cotton_A_33888	bZIP
Cotton_A_33891_BGI-A2_v1.0	Cotton_A_33891	Nin-like
Cotton_A_33968_BGI-A2_v1.0	Cotton_A_33968	WRKY
Cotton_A_34013_BGI-A2_v1.0	Cotton_A_34013	Trihelix
Cotton_A_34098_BGI-A2_v1.0	Cotton_A_34098	Dof
Cotton_A_34134_BGI-A2_v1.0	Cotton_A_34134	BES1
Cotton_A_34170_BGI-A2_v1.0	Cotton_A_34170	BES1
Cotton_A_34171_BGI-A2_v1.0	Cotton_A_34171	HSF
Cotton_A_34201_BGI-A2_v1.0	Cotton_A_34201	GRAS
Cotton_A_34222_BGI-A2_v1.0	Cotton_A_34222	NAC
Cotton_A_34261_BGI-A2_v1.0	Cotton_A_34261	bHLH
Cotton_A_34282_BGI-A2_v1.0	Cotton_A_34282	GATA
Cotton_A_34289_BGI-A2_v1.0	Cotton_A_34289	bHLH
Cotton_A_34364_BGI-A2_v1.0	Cotton_A_34364	Dof
Cotton_A_34368_BGI-A2_v1.0	Cotton_A_34368	SBP
Cotton_A_34381_BGI-A2_v1.0	Cotton_A_34381	GRAS
Cotton_A_34382_BGI-A2_v1.0	Cotton_A_34382	GRAS
Cotton_A_34418_BGI-A2_v1.0	Cotton_A_34418	bHLH
Cotton_A_34426_BGI-A2_v1.0	Cotton_A_34426	Dof
Cotton_A_34432_BGI-A2_v1.0	Cotton_A_34432	GeBP
Cotton_A_34462_BGI-A2_v1.0	Cotton_A_34462	bHLH
Cotton_A_34465_BGI-A2_v1.0	Cotton_A_34465	NAC
Cotton_A_34469_BGI-A2_v1.0	Cotton_A_34469	bHLH
Cotton_A_34543_BGI-A2_v1.0	Cotton_A_34543	Dof
Cotton_A_34556_BGI-A2_v1.0	Cotton_A_34556	Dof
Cotton_A_34560_BGI-A2_v1.0	Cotton_A_34560	NAC
Cotton_A_34611_BGI-A2_v1.0	Cotton_A_34611	Dof
Cotton_A_34627_BGI-A2_v1.0	Cotton_A_34627	CPP
Cotton_A_34645_BGI-A2_v1.0	Cotton_A_34645	CAMTA
Cotton_A_34746_BGI-A2_v1.0	Cotton_A_34746	bHLH
Cotton_A_34763_BGI-A2_v1.0	Cotton_A_34763	ZF-HD
Cotton_A_34907_BGI-A2_v1.0	Cotton_A_34907	bHLH
Cotton_A_34998_BGI-A2_v1.0	Cotton_A_34998	GATA
Cotton_A_35053_BGI-A2_v1.0	Cotton_A_35053	NAC
Cotton_A_35104_BGI-A2_v1.0	Cotton_A_35104	bHLH
Cotton_A_35198_BGI-A2_v1.0	Cotton_A_35198	NAC
Cotton_A_35235_BGI-A2_v1.0	Cotton_A_35235	NAC
Cotton_A_35310_BGI-A2_v1.0	Cotton_A_35310	Trihelix
Cotton_A_35583_BGI-A2_v1.0	Cotton_A_35583	NAC
Cotton_A_35599_BGI-A2_v1.0	Cotton_A_35599	YABBY
Cotton_A_35637_BGI-A2_v1.0	Cotton_A_35637	NAC
Cotton_A_35650_BGI-A2_v1.0	Cotton_A_35650	Dof
Cotton_A_35670_BGI-A2_v1.0	Cotton_A_35670	bHLH
Cotton_A_35715_BGI-A2_v1.0	Cotton_A_35715	bHLH
Cotton_A_35746_BGI-A2_v1.0	Cotton_A_35746	bZIP
Cotton_A_35761_BGI-A2_v1.0	Cotton_A_35761	BES1
Cotton_A_35948_BGI-A2_v1.0	Cotton_A_35948	bZIP
Cotton_A_35951_BGI-A2_v1.0	Cotton_A_35951	GATA
Cotton_A_35956_BGI-A2_v1.0	Cotton_A_35956	bZIP
Cotton_A_35957_BGI-A2_v1.0	Cotton_A_35957	bHLH
Cotton_A_35960_BGI-A2_v1.0	Cotton_A_35960	bHLH
Cotton_A_36024_BGI-A2_v1.0	Cotton_A_36024	BBR-BPC
Cotton_A_36026_BGI-A2_v1.0	Cotton_A_36026	ZF-HD
Cotton_A_36063_BGI-A2_v1.0	Cotton_A_36063	NAC
Cotton_A_36167_BGI-A2_v1.0	Cotton_A_36167	FAR1
Cotton_A_36212_BGI-A2_v1.0	Cotton_A_36212	Trihelix
Cotton_A_36213_BGI-A2_v1.0	Cotton_A_36213	Trihelix
Cotton_A_36235_BGI-A2_v1.0	Cotton_A_36235	NAC
Cotton_A_36237_BGI-A2_v1.0	Cotton_A_36237	bZIP
Cotton_A_36246_BGI-A2_v1.0	Cotton_A_36246	Whirly
Cotton_A_36402_BGI-A2_v1.0	Cotton_A_36402	NAC
Cotton_A_36412_BGI-A2_v1.0	Cotton_A_36412	WRKY
Cotton_A_36420_BGI-A2_v1.0	Cotton_A_36420	NAC
Cotton_A_36436_BGI-A2_v1.0	Cotton_A_36436	bHLH
Cotton_A_36494_BGI-A2_v1.0	Cotton_A_36494	BBR-BPC
Cotton_A_36525_BGI-A2_v1.0	Cotton_A_36525	bHLH
